ObservationLocation                    ,ObservationCode,ObservationURL,ObservationState
"Show Low, Show Low Regional Airport (KSOW)",KSOW,http://w1.weather.gov/xml/current_obs/display.php?stid=KSOW,AZ
Springerville Municipal Airport (KJTC),KJTC,http://w1.weather.gov/xml/current_obs/display.php?stid=KJTC,AZ
"St. Johns, St. Johns Industrial Airpark (KSJN)",KSJN,http://w1.weather.gov/xml/current_obs/display.php?stid=KSJN,AZ
Tucson Marana Regional Airport (KAVQ),KAVQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KAVQ,AZ
Tucson Ryan Field Airport (KRYN),KRYN,http://w1.weather.gov/xml/current_obs/display.php?stid=KRYN,AZ
"Tucson, Tucson International Airport (KTUS)",KTUS,http://w1.weather.gov/xml/current_obs/display.php?stid=KTUS,AZ
Williams/Clark Memorial Airport (KCMR),KCMR,http://w1.weather.gov/xml/current_obs/display.php?stid=KCMR,AZ
"Window Rock, Window Rock Airport (KRQE)",KRQE,http://w1.weather.gov/xml/current_obs/display.php?stid=KRQE,AZ
"Winslow, Winslow Municipal Airport (KINW)",KINW,http://w1.weather.gov/xml/current_obs/display.php?stid=KINW,AZ
"Yuma, Marine Corps Air Station (KNYL)",KNYL,http://w1.weather.gov/xml/current_obs/display.php?stid=KNYL,AZ
Alturas (KAAT),KAAT,http://w1.weather.gov/xml/current_obs/display.php?stid=KAAT,CA
"Arcata / Eureka, Arcata Airport (KACV)",KACV,http://w1.weather.gov/xml/current_obs/display.php?stid=KACV,CA
Auburn Municipal Airport (KAUN),KAUN,http://w1.weather.gov/xml/current_obs/display.php?stid=KAUN,CA
Avalon Catalina Airport (KAVX),KAVX,http://w1.weather.gov/xml/current_obs/display.php?stid=KAVX,CA
"Bakersfield, Meadows Field Airport (KBFL)",KBFL,http://w1.weather.gov/xml/current_obs/display.php?stid=KBFL,CA
Big Bear City Airport (KL35),KL35,http://w1.weather.gov/xml/current_obs/display.php?stid=KL35,CA
"Bishop, Bishop Airport (KBIH)",KBIH,http://w1.weather.gov/xml/current_obs/display.php?stid=KBIH,CA
"Blythe, Blythe Airport (KBLH)",KBLH,http://w1.weather.gov/xml/current_obs/display.php?stid=KBLH,CA
Brackett Field Airport (KPOC),KPOC,http://w1.weather.gov/xml/current_obs/display.php?stid=KPOC,CA
Burbank - Bob Hope Airport (KBUR),KBUR,http://w1.weather.gov/xml/current_obs/display.php?stid=KBUR,CA
"Camarillo, Camarillo Airport (KCMA)",KCMA,http://w1.weather.gov/xml/current_obs/display.php?stid=KCMA,CA
Campo (KCZZ),KCZZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KCZZ,CA
"Carlsbad, McClellan-Palomar Airport (KCRQ)",KCRQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KCRQ,CA
Chico Municipal Airport (KCIC),KCIC,http://w1.weather.gov/xml/current_obs/display.php?stid=KCIC,CA
"China Lake, Naval Air Facility (KNID)",KNID,http://w1.weather.gov/xml/current_obs/display.php?stid=KNID,CA
"Chino, Chino Airport (KCNO)",KCNO,http://w1.weather.gov/xml/current_obs/display.php?stid=KCNO,CA
COLUMBIA (KO22),KO22,http://w1.weather.gov/xml/current_obs/display.php?stid=KO22,CA
"Concord, Buchanan Field (KCCR)",KCCR,http://w1.weather.gov/xml/current_obs/display.php?stid=KCCR,CA
Corona Airport (KAJO),KAJO,http://w1.weather.gov/xml/current_obs/display.php?stid=KAJO,CA
"Crescent City, Jack McNamara Field Airport (KCEC)",KCEC,http://w1.weather.gov/xml/current_obs/display.php?stid=KCEC,CA
"Daggett, Barstow-Daggett Airport (KDAG)",KDAG,http://w1.weather.gov/xml/current_obs/display.php?stid=KDAG,CA
Edwards Air Force Base (KEDW),KEDW,http://w1.weather.gov/xml/current_obs/display.php?stid=KEDW,CA
"Edwards, Edwards Air Force Auxiliary North Base (K9L2)",K9L2,http://w1.weather.gov/xml/current_obs/display.php?stid=K9L2,CA
"El Centro, Naval Air Facility (KNJK)",KNJK,http://w1.weather.gov/xml/current_obs/display.php?stid=KNJK,CA
El Monte (KEMT),KEMT,http://w1.weather.gov/xml/current_obs/display.php?stid=KEMT,CA
"Emigrant Gap, Blue Canyon Nyack Airport (KBLU)",KBLU,http://w1.weather.gov/xml/current_obs/display.php?stid=KBLU,CA
Fairfield / Travis Air Force Base (KSUU),KSUU,http://w1.weather.gov/xml/current_obs/display.php?stid=KSUU,CA
Fallbrook Community Airpark (KL18),KL18,http://w1.weather.gov/xml/current_obs/display.php?stid=KL18,CA
"Fort Irwin/Barstow, Bicycle Lake Army Airfield (KBYS)",KBYS,http://w1.weather.gov/xml/current_obs/display.php?stid=KBYS,CA
Fortuna Rohnerville Airport (KFOT),KFOT,http://w1.weather.gov/xml/current_obs/display.php?stid=KFOT,CA
Fresno Chandler Executive Airport (KFCH),KFCH,http://w1.weather.gov/xml/current_obs/display.php?stid=KFCH,CA
"Fresno, Fresno Air Terminal (KFAT)",KFAT,http://w1.weather.gov/xml/current_obs/display.php?stid=KFAT,CA
"Fullerton, Fullerton Municipal Airport (KFUL)",KFUL,http://w1.weather.gov/xml/current_obs/display.php?stid=KFUL,CA
General Wm J Fox Airfield (KWJF),KWJF,http://w1.weather.gov/xml/current_obs/display.php?stid=KWJF,CA
Gillespie Field Airport (KSEE),KSEE,http://w1.weather.gov/xml/current_obs/display.php?stid=KSEE,CA
Half Moon Bay Airport (KHAF),KHAF,http://w1.weather.gov/xml/current_obs/display.php?stid=KHAF,CA
Hanford Municipal Airport (KHJO),KHJO,http://w1.weather.gov/xml/current_obs/display.php?stid=KHJO,CA
"Hawthorne, Hawthorne Municipal Airport (KHHR)",KHHR,http://w1.weather.gov/xml/current_obs/display.php?stid=KHHR,CA
"Hayward, Hayward Air Terminal (KHWD)",KHWD,http://w1.weather.gov/xml/current_obs/display.php?stid=KHWD,CA
"Hollister, CA (KCVH)",KCVH,http://w1.weather.gov/xml/current_obs/display.php?stid=KCVH,CA
Imperial Beach Naval Outlying Field - Ream Field (KNRS),KNRS,http://w1.weather.gov/xml/current_obs/display.php?stid=KNRS,CA
"Imperial, Imperial County Airport (KIPL)",KIPL,http://w1.weather.gov/xml/current_obs/display.php?stid=KIPL,CA
John Wayne-Orange County Airport (KSNA),KSNA,http://w1.weather.gov/xml/current_obs/display.php?stid=KSNA,CA
Lemoore Naval Air Station - Reeves Field (KNLC),KNLC,http://w1.weather.gov/xml/current_obs/display.php?stid=KNLC,CA
Lincoln Regional Karl Harder Field (KLHM),KLHM,http://w1.weather.gov/xml/current_obs/display.php?stid=KLHM,CA
"Livermore, Livermore Municipal Airport (KLVK)",KLVK,http://w1.weather.gov/xml/current_obs/display.php?stid=KLVK,CA
"Lompoc, Lompoc Airport (KLPC)",KLPC,http://w1.weather.gov/xml/current_obs/display.php?stid=KLPC,CA
"Lompoc, Vandenberg Air Force Base (KVBG)",KVBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KVBG,CA
"Long Beach, Long Beach Airport (KLGB)",KLGB,http://w1.weather.gov/xml/current_obs/display.php?stid=KLGB,CA
Los Alamitos Army Airfield (KSLI),KSLI,http://w1.weather.gov/xml/current_obs/display.php?stid=KSLI,CA
Los Angeles / USC Campus Downtown (KCQT),KCQT,http://w1.weather.gov/xml/current_obs/display.php?stid=KCQT,CA
"Los Angeles, Los Angeles International Airport (KLAX)",KLAX,http://w1.weather.gov/xml/current_obs/display.php?stid=KLAX,CA
"Los Angeles, Whiteman Airport (KWHP)",KWHP,http://w1.weather.gov/xml/current_obs/display.php?stid=KWHP,CA
Madera Municipal Airport (KMAE),KMAE,http://w1.weather.gov/xml/current_obs/display.php?stid=KMAE,CA
Mammoth Yosemite Airport (KMMH),KMMH,http://w1.weather.gov/xml/current_obs/display.php?stid=KMMH,CA
"Marysville, Beale Air Force Base (KBAB)",KBAB,http://w1.weather.gov/xml/current_obs/display.php?stid=KBAB,CA
"Marysville, Yuba County Airport (KMYV)",KMYV,http://w1.weather.gov/xml/current_obs/display.php?stid=KMYV,CA
MCMWTC BRIDGEPORT (KBAN),KBAN,http://w1.weather.gov/xml/current_obs/display.php?stid=KBAN,CA
Mcolf Camp Pendleton (Red Beach) (KNXF),KNXF,http://w1.weather.gov/xml/current_obs/display.php?stid=KNXF,CA
Merced / Castle Air Force Base (KMER),KMER,http://w1.weather.gov/xml/current_obs/display.php?stid=KMER,CA
Merced Regional Airport (KMCE),KMCE,http://w1.weather.gov/xml/current_obs/display.php?stid=KMCE,CA
Modesto City-County Airport - Harry Sham Field (KMOD),KMOD,http://w1.weather.gov/xml/current_obs/display.php?stid=KMOD,CA
Mojave (KMHV),KMHV,http://w1.weather.gov/xml/current_obs/display.php?stid=KMHV,CA
Montague Siskiyou County Airport (KSIY),KSIY,http://w1.weather.gov/xml/current_obs/display.php?stid=KSIY,CA
Monterey Regional Airport (KMRY),KMRY,http://w1.weather.gov/xml/current_obs/display.php?stid=KMRY,CA
Mount Shasta (KMHS),KMHS,http://w1.weather.gov/xml/current_obs/display.php?stid=KMHS,CA
"Mountain View, Moffett Field (KNUQ)",KNUQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KNUQ,CA
Murrieta/Temecula French Valley (KF70),KF70,http://w1.weather.gov/xml/current_obs/display.php?stid=KF70,CA
"Napa, Napa County Airport (KAPC)",KAPC,http://w1.weather.gov/xml/current_obs/display.php?stid=KAPC,CA
"Needles, Needles Airport (KEED)",KEED,http://w1.weather.gov/xml/current_obs/display.php?stid=KEED,CA
Novato / Gnoss Field (KDVO),KDVO,http://w1.weather.gov/xml/current_obs/display.php?stid=KDVO,CA
"Oakland, Metro Oakland International Airport (KOAK)",KOAK,http://w1.weather.gov/xml/current_obs/display.php?stid=KOAK,CA
"Oceanside, Camp Pendleton, Marine Corps Air Station (KNFG)",KNFG,http://w1.weather.gov/xml/current_obs/display.php?stid=KNFG,CA
"Oceanside, Oceanside Municipal Airport (KOKB)",KOKB,http://w1.weather.gov/xml/current_obs/display.php?stid=KOKB,CA
Ontario International Airport (KONT),KONT,http://w1.weather.gov/xml/current_obs/display.php?stid=KONT,CA
Oroville Municipal Airport (KOVE),KOVE,http://w1.weather.gov/xml/current_obs/display.php?stid=KOVE,CA
"Oxnard, Oxnard Airport (KOXR)",KOXR,http://w1.weather.gov/xml/current_obs/display.php?stid=KOXR,CA
Palm Springs Regional Airport (KPSP),KPSP,http://w1.weather.gov/xml/current_obs/display.php?stid=KPSP,CA
"Palm Springs, Jacqueline Cochran Regional Airport (KTRM)",KTRM,http://w1.weather.gov/xml/current_obs/display.php?stid=KTRM,CA
"Palmdale, Palmdale Production Flight Plant (KPMD)",KPMD,http://w1.weather.gov/xml/current_obs/display.php?stid=KPMD,CA
Palo Alto Airport (KPAO),KPAO,http://w1.weather.gov/xml/current_obs/display.php?stid=KPAO,CA
Paso Robles Municipal Airport (KPRB),KPRB,http://w1.weather.gov/xml/current_obs/display.php?stid=KPRB,CA
Petaluma Municipal Airport (KO69),KO69,http://w1.weather.gov/xml/current_obs/display.php?stid=KO69,CA
"Point Mugu, Naval Air Warfare Center (KNTD)",KNTD,http://w1.weather.gov/xml/current_obs/display.php?stid=KNTD,CA
"Porterville, Porterville Municipal Airport (KPTV)",KPTV,http://w1.weather.gov/xml/current_obs/display.php?stid=KPTV,CA
"Ramona, Ramona Airport (KRNM)",KRNM,http://w1.weather.gov/xml/current_obs/display.php?stid=KRNM,CA
"Red Bluff, Red Bluff Municipal Airport (KRBL)",KRBL,http://w1.weather.gov/xml/current_obs/display.php?stid=KRBL,CA
Redding Municipal Airport (KRDD),KRDD,http://w1.weather.gov/xml/current_obs/display.php?stid=KRDD,CA
Riverside / March Air Force Base (KRIV),KRIV,http://w1.weather.gov/xml/current_obs/display.php?stid=KRIV,CA
Riverside Municipal Airport (KRAL),KRAL,http://w1.weather.gov/xml/current_obs/display.php?stid=KRAL,CA
Sacramento Executive Airport (KSAC),KSAC,http://w1.weather.gov/xml/current_obs/display.php?stid=KSAC,CA
Sacramento International Airport (KSMF),KSMF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSMF,CA
Sacramento Mather Airport (KMHR),KMHR,http://w1.weather.gov/xml/current_obs/display.php?stid=KMHR,CA
"Sacramento, McClellan Airfield Airport (KMCC)",KMCC,http://w1.weather.gov/xml/current_obs/display.php?stid=KMCC,CA
"Salinas, Salinas Municipal Airport (KSNS)",KSNS,http://w1.weather.gov/xml/current_obs/display.php?stid=KSNS,CA
San Bernardino Intl. Airport (KSBD),KSBD,http://w1.weather.gov/xml/current_obs/display.php?stid=KSBD,CA
San Carlos Airport (KSQL),KSQL,http://w1.weather.gov/xml/current_obs/display.php?stid=KSQL,CA
San Clemente Island NALF (KNUC),KNUC,http://w1.weather.gov/xml/current_obs/display.php?stid=KNUC,CA
"San Diego, Brown Field Municipal Airport (KSDM)",KSDM,http://w1.weather.gov/xml/current_obs/display.php?stid=KSDM,CA
"San Diego, Miramar MCAS/Mitscher Field Airport (KNKX)",KNKX,http://w1.weather.gov/xml/current_obs/display.php?stid=KNKX,CA
"San Diego, Montgomery Field (KMYF)",KMYF,http://w1.weather.gov/xml/current_obs/display.php?stid=KMYF,CA
"San Diego, North Island, Naval Air Station (KNZY)",KNZY,http://w1.weather.gov/xml/current_obs/display.php?stid=KNZY,CA
"San Diego, San Diego International-Lindbergh Field (KSAN)",KSAN,http://w1.weather.gov/xml/current_obs/display.php?stid=KSAN,CA
"San Francisco, San Francisco International Airport (KSFO)",KSFO,http://w1.weather.gov/xml/current_obs/display.php?stid=KSFO,CA
San Jose / Reid / Hillv (KRHV),KRHV,http://w1.weather.gov/xml/current_obs/display.php?stid=KRHV,CA
"San Jose, San Jose International Airport (KSJC)",KSJC,http://w1.weather.gov/xml/current_obs/display.php?stid=KSJC,CA
"San Luis Obispo, San Luis Obispo County-Mc Chesney Field (KSBP)",KSBP,http://w1.weather.gov/xml/current_obs/display.php?stid=KSBP,CA
San Nicolas Island Naval Outlying Field (KNSI),KNSI,http://w1.weather.gov/xml/current_obs/display.php?stid=KNSI,CA
Sandberg (KSDB),KSDB,http://w1.weather.gov/xml/current_obs/display.php?stid=KSDB,CA
"Santa Barbara, Santa Barbara Municipal Airport (KSBA)",KSBA,http://w1.weather.gov/xml/current_obs/display.php?stid=KSBA,CA
Santa Maria Public Airport/Capt G Allan Hancock Field (KSMX),KSMX,http://w1.weather.gov/xml/current_obs/display.php?stid=KSMX,CA
"Santa Monica, Santa Monica Municipal Airport (KSMO)",KSMO,http://w1.weather.gov/xml/current_obs/display.php?stid=KSMO,CA
"Santa Rosa, Santa Rosa Sonoma County Airport (KSTS)",KSTS,http://w1.weather.gov/xml/current_obs/display.php?stid=KSTS,CA
"Santa Ynez, Santa Ynez Airport (KIZA)",KIZA,http://w1.weather.gov/xml/current_obs/display.php?stid=KIZA,CA
South County Airport of Santa Clara County (KE16),KE16,http://w1.weather.gov/xml/current_obs/display.php?stid=KE16,CA
"South Lake Tahoe, Lake Tahoe Airport (KTVL)",KTVL,http://w1.weather.gov/xml/current_obs/display.php?stid=KTVL,CA
"Stockton, Stockton Metropolitan Airport (KSCK)",KSCK,http://w1.weather.gov/xml/current_obs/display.php?stid=KSCK,CA
Susanville Municipal Airport (KSVE),KSVE,http://w1.weather.gov/xml/current_obs/display.php?stid=KSVE,CA
Tehachapi Municipal Airport (KTSP),KTSP,http://w1.weather.gov/xml/current_obs/display.php?stid=KTSP,CA
"Torrance, Zamperini Field Airport (KTOA)",KTOA,http://w1.weather.gov/xml/current_obs/display.php?stid=KTOA,CA
Trinity Center (KO86),KO86,http://w1.weather.gov/xml/current_obs/display.php?stid=KO86,CA
Truckee-Tahoe (KTRK),KTRK,http://w1.weather.gov/xml/current_obs/display.php?stid=KTRK,CA
Twentynine Palms SELF Airport (KNXP),KNXP,http://w1.weather.gov/xml/current_obs/display.php?stid=KNXP,CA
Ukiah Municipal Airport (KUKI),KUKI,http://w1.weather.gov/xml/current_obs/display.php?stid=KUKI,CA
University Airport (KEDU),KEDU,http://w1.weather.gov/xml/current_obs/display.php?stid=KEDU,CA
Vacaville Nut Tree Airport (KVCB),KVCB,http://w1.weather.gov/xml/current_obs/display.php?stid=KVCB,CA
"Van Nuys, Van Nuys Airport (KVNY)",KVNY,http://w1.weather.gov/xml/current_obs/display.php?stid=KVNY,CA
"Victorville, Southern California Logistics Airport (KVCV)",KVCV,http://w1.weather.gov/xml/current_obs/display.php?stid=KVCV,CA
"Visalia, Visalia Municipal Airport (KVIS)",KVIS,http://w1.weather.gov/xml/current_obs/display.php?stid=KVIS,CA
"Watsonville, Watsonville Municipal Airport (KWVI)",KWVI,http://w1.weather.gov/xml/current_obs/display.php?stid=KWVI,CA
Air Force Academy (KAFF),KAFF,http://w1.weather.gov/xml/current_obs/display.php?stid=KAFF,CO
Aspen-Pitkin County Airport (KASE),KASE,http://w1.weather.gov/xml/current_obs/display.php?stid=KASE,CO
Astronaut Kent Rominger - Del Norte (KRCV),KRCV,http://w1.weather.gov/xml/current_obs/display.php?stid=KRCV,CO
Berthoud Pass (K0CO),K0CO,http://w1.weather.gov/xml/current_obs/display.php?stid=K0CO,CO
Boulder Municipal Airport (KBDU),KBDU,http://w1.weather.gov/xml/current_obs/display.php?stid=KBDU,CO
Broomfield / Jeffco (KBJC),KBJC,http://w1.weather.gov/xml/current_obs/display.php?stid=KBJC,CO
Buckley Air Force Base Airport (KBKF),KBKF,http://w1.weather.gov/xml/current_obs/display.php?stid=KBKF,CO
Burlington - Carson County Airport (KITR),KITR,http://w1.weather.gov/xml/current_obs/display.php?stid=KITR,CO
Central Colorado Regional Airport (KAEJ),KAEJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KAEJ,CO
Cheyenne Mountain (KCWN),KCWN,http://w1.weather.gov/xml/current_obs/display.php?stid=KCWN,CO
City Of Colorado Springs Municipal Airport (KCOS),KCOS,http://w1.weather.gov/xml/current_obs/display.php?stid=KCOS,CO
Colorado Plains Regional Airport (KAKO),KAKO,http://w1.weather.gov/xml/current_obs/display.php?stid=KAKO,CO
Copper Mountain - Red Cliff Pass (KCCU),KCCU,http://w1.weather.gov/xml/current_obs/display.php?stid=KCCU,CO
Cortez-Montezuma County Airport (KCEZ),KCEZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KCEZ,CO
Cottonwood Pass (K7BM),K7BM,http://w1.weather.gov/xml/current_obs/display.php?stid=K7BM,CO
Craig-Moffat Airport (KCAG),KCAG,http://w1.weather.gov/xml/current_obs/display.php?stid=KCAG,CO
Delta/Blake Field Airport (KAJZ),KAJZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KAJZ,CO
Denver - Centennial Airport (KAPA),KAPA,http://w1.weather.gov/xml/current_obs/display.php?stid=KAPA,CO
Denver Nexrad (KFTG),KFTG,http://w1.weather.gov/xml/current_obs/display.php?stid=KFTG,CO
"Denver, Denver International Airport (KDEN)",KDEN,http://w1.weather.gov/xml/current_obs/display.php?stid=KDEN,CO
Durango-La Plata County Airport (KDRO),KDRO,http://w1.weather.gov/xml/current_obs/display.php?stid=KDRO,CO
Eagle County Regional (KEGE),KEGE,http://w1.weather.gov/xml/current_obs/display.php?stid=KEGE,CO
"Elbert Mountain, Monument Pass (KMNH)",KMNH,http://w1.weather.gov/xml/current_obs/display.php?stid=KMNH,CO
ELLICOTT-B AFA (KABH),KABH,http://w1.weather.gov/xml/current_obs/display.php?stid=KABH,CO
Erie Municipal Airport (KEIK),KEIK,http://w1.weather.gov/xml/current_obs/display.php?stid=KEIK,CO
Fort Carson (KFCS),KFCS,http://w1.weather.gov/xml/current_obs/display.php?stid=KFCS,CO
Fort Collins/Loveland - Northern Colorado Regional Airport (KFNL),KFNL,http://w1.weather.gov/xml/current_obs/display.php?stid=KFNL,CO
Fort Morgan Municipal Airport (KFMM),KFMM,http://w1.weather.gov/xml/current_obs/display.php?stid=KFMM,CO
Garfield County Regional Airport (KRIL),KRIL,http://w1.weather.gov/xml/current_obs/display.php?stid=KRIL,CO
Grand Junction Regional Airport (KGJT),KGJT,http://w1.weather.gov/xml/current_obs/display.php?stid=KGJT,CO
"Greeley, Greeley-Weld County Airport (KGXY)",KGXY,http://w1.weather.gov/xml/current_obs/display.php?stid=KGXY,CO
"Gunnison, Gunnison-Crested Butte Regional Airport (KGUC)",KGUC,http://w1.weather.gov/xml/current_obs/display.php?stid=KGUC,CO
Harriet Alexander Field Airport (KANK),KANK,http://w1.weather.gov/xml/current_obs/display.php?stid=KANK,CO
"Hayden, Yampa Valley Airport (KHDN)",KHDN,http://w1.weather.gov/xml/current_obs/display.php?stid=KHDN,CO
Holyoke Airport (KHEQ),KHEQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KHEQ,CO
"Kremmling, Mc Elroy Airfield (K20V)",K20V,http://w1.weather.gov/xml/current_obs/display.php?stid=K20V,CO
La Junta Municipal Airport (KLHX),KLHX,http://w1.weather.gov/xml/current_obs/display.php?stid=KLHX,CO
Lamar Municipal Airport (KLAA),KLAA,http://w1.weather.gov/xml/current_obs/display.php?stid=KLAA,CO
"Leadville, Lake County Airport (KLXV)",KLXV,http://w1.weather.gov/xml/current_obs/display.php?stid=KLXV,CO
Limon Municipal Airport (KLIC),KLIC,http://w1.weather.gov/xml/current_obs/display.php?stid=KLIC,CO
Meadow Lake Airport (KFLY),KFLY,http://w1.weather.gov/xml/current_obs/display.php?stid=KFLY,CO
Meeker Airport (KEEO),KEEO,http://w1.weather.gov/xml/current_obs/display.php?stid=KEEO,CO
"Montrose, Montrose Regional Airport (KMTJ)",KMTJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KMTJ,CO
Nucla Hopkins Field Airport (KAIB),KAIB,http://w1.weather.gov/xml/current_obs/display.php?stid=KAIB,CO
"Pagosa Springs, Wolf Creek Pass (KCPW)",KCPW,http://w1.weather.gov/xml/current_obs/display.php?stid=KCPW,CO
Perry Stokes Airport (KTAD),KTAD,http://w1.weather.gov/xml/current_obs/display.php?stid=KTAD,CO
Pueblo Memorial Airport (KPUB),KPUB,http://w1.weather.gov/xml/current_obs/display.php?stid=KPUB,CO
"Saguache, Saguache Municipal Airport (K04V)",K04V,http://w1.weather.gov/xml/current_obs/display.php?stid=K04V,CO
"Salida Mountain, Monarch Pass (KMYP)",KMYP,http://w1.weather.gov/xml/current_obs/display.php?stid=KMYP,CO
San Luis Valley Regional Airport (KALS),KALS,http://w1.weather.gov/xml/current_obs/display.php?stid=KALS,CO
